,ID,title,abstract,date,doi,author_corresponding,author_corresponding_institution,source,eligible,new
456,32513202,From COVID-19 research to vaccine application: why might it take 17...months not 17...years and what are the wider lessons?,"It is often said that it takes 17...years to move medical research from bench to bedside. In a coronavirus disease (COVID-19) world, such time-lags feel intolerable. In these extraordinary circumstances could years be made into months? If so, could those lessons be used to accelerate medical research when the crisis eases?To measure time-lags in health and biomedical research as well as to identify ways of reducing them, we developed and published (in 2015) a matrix consisting of overlapping tra",11/06/2020,10.1186/s12961-020-00571-3,Stephen R Hanney,"Health Economics Research Group, Brunel University London, Kingston Lane, Uxbridge, UK. stephen.hanney@brunel.ac",pubmed,0,0
457,32511680,"Anthony Fauci, MD, on COVID-19 Vaccines, Schools, and Larry Kramer.",NA,21/09/2020,10.1001/jama.2020.9222,Jennifer Abbasi,NA,pubmed,0,0
458,32511340,ChAdOx1 nCoV-19 vaccination prevents SARS-CoV-2 pneumonia in rhesus macaques.,"Severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) emerged in December 2019<sup>1,2</sup> and is responsible for the COVID-19 pandemic<sup>3</sup>. Vaccines are an essential countermeasure urgently needed to control the pandemic<sup>4</sup>. Here, we show that the adenovirus-vectored vaccine ChAdOx1 nCoV-19, encoding the spike protein of SARS-CoV-2, is immunogenic in mice, eliciting a robust humoral and cell-mediated response. This response was not Th2 dominated, as demonstrated by IgG",17/03/2021,10.1101/2020.05.13.093195,Neeltje van Doremalen,"Laboratory of Virology, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Hamilton, MT, USA",pubmed,0,0
459,32511333,COVID-19 coronavirus vaccine design using reverse vaccinology and machine learning.,"To ultimately combat the emerging COVID-19 pandemic, it is desired to develop an effective and safe vaccine against this highly contagious disease caused by the SARS-CoV-2 coronavirus. Our literature and clinical trial survey showed that the whole virus, as well as the spike (S) protein, nucleocapsid (N) protein, and membrane protein, have been tested for vaccine development against SARS and MERS. We further used the Vaxign reverse vaccinology tool and the newly developed Vaxign-ML machine learn",10/01/2021,10.1101/2020.03.20.000141,Edison Ong,"Department of Computational Medicine and Bioinformatics, University of Michigan, Ann Arbor, MI 48109, USA",pubmed,0,0
460,32507409,"Consensus summary report for CEPI/BC March 12-13, 2020 meeting: Assessment of risk of disease enhancement with COVID-19 vaccines.","A novel coronavirus (CoV), Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), emerged in late 2019 in Wuhan, China and has since spread as a global pandemic. Safe and effective vaccines are thus urgently needed to reduce the significant morbidity and mortality of Coronavirus Disease 2019 (COVID-19) disease and ease the major economic impact. There has been an unprecedented rapid response by vaccine developers with now over one hundred vaccine candidates in development and at least six",22/06/2020,10.1016/j.vaccine.2020.05.064,Paul-Henri Lambert,"Centre of Vaccinology, University of Geneva, Switzerland",pubmed,0,0
461,32505245,COVID-19 vaccine development pipeline gears up.,NA,10/06/2020,10.1016/S0140-6736(20)31252-6,Asher Mullard,NA,pubmed,0,0
462,32503874,Efficacy of remdesivir in patients with COVID-19: a protocol for systematic review and meta-analysis of randomised controlled trials.,"Despite global containment measures to fight the coronavirus disease 2019 (COVID-19), the pandemic continued to rise, rapidly spread across the world, and resulting in 2.6...million confirmed cases and 185 061 deaths worldwide as of 23 April 2020. Yet, there are no approved vaccines or drugs to make the disease less deadly, while efforts are underway. Remdesivir, a nucleotide-analogue antiviral drug developed for Ebola, is determined to prevent and stop infections with COVID-19, while results ar",16/06/2020,10.1136/bmjopen-2020-039159,Desye Gebrie,"School of Pharmacy, College of Health Sciences, Mekelle University, Mekelle, Ethiopia desye.gebrie@mu.edu",pubmed,0,0
463,32503817,Potential Antiviral Drugs for SARS-Cov-2 Treatment: Preclinical Findings and Ongoing Clinical Research.,"Severe acute respiratory syndrome coronavirus 2 (SARS-Cov-2), initially termed 2019-new CoV (2019-nCoV), is a novel coronavirus responsible for the severe respiratory illness currently ongoing worldwide from the beginning of December 2019. This beta gene virus, very close to bat coronaviruses (bat-CoV-RaTG13) and bat-SL-CoVZC45, causes a severe disease, similar to those caused by Middle East respiratory syndrome (MERS)-CoV and SARS-CoV viruses, featured by low to moderate mortality rate. Unfortu",22/06/2020,10.21873/invivo.11949,Sabrina Bimonte,"Division of Anesthesia and Pain Medicine, Istituto Nazionale Tumori - IRCCS - &quot",pubmed,0,0
464,32503602,Two Randomized Controlled Trials of Bacillus Calmette-Gu..rin Vaccination to reduce absenteeism among health care workers and hospital admission by elderly persons during the COVID-19 pandemic: A structured summary of the study protocols for two randomised controlled trials.,The objectives of these two separate trials are: (1) to reduce health care workers (HCWs) absenteeism; and (2) to reduce hospital admission among the elderly during the COVID-19 pandemic through BCG vaccination. Two separate multi-centre placebo-controlled parallel group randomized trials PARTICIPANTS: (1) Health care personnel working in the hospital or ambulance service where they will take care of patients with the COVID-19 infection and (2) elderly ...60 years. The HCW trial is being underta,30/06/2020,10.1186/s13063-020-04389-w,Thijs Ten Doesschate,"University Medical Center, Utrecht, The Netherlands. t.tendoesschate@umcutrecht",pubmed,0,0
465,32501411,SARS-CoV-2 infection serology: a useful tool to overcome lockdown?,"The outbreak of 2019 novel coronavirus disease (Covid-19) caused by SARS-CoV-2 has spread rapidly, inducing a progressive growth in infected patients number. Social isolation (lockdown) has been assessed to prevent and control virus diffusion, leading to a worldwide financial and political crisis. Currently, SARS-CoV-2 RNA detection in nasopharyngeal swab takes place by real-time PCR (RT-qPCR). However, molecular tests can give some false-negative results. In this context, serological assays can",28/09/2020,10.1038/s41420-020-0275-2,Marzia Nuccetelli,"Tor Vergata University Hospital, Rome, Italy",pubmed,0,0
466,32499154,Covid-19 Pandemic and Current Medical Interventions.,"First humanoid coronavirus was discovered in the middle of 1960s, the class of viruses are considered to be a huge threat. The first onset of human coronavirus, SARS (SARS-CoV) appeared in 2003 which spanned five continents having lethal effects on human population accompanied by The Middle East Respiratory Syndrome Coronavirus in 2012 with a death rate of 35%. The viruses remain a threat till date and are of serious concern since no vaccine or specified drug therapy has been approbated for trea",28/09/2020,10.1016/j.arcmed.2020.05.007,Sweeta Manhas,"Division of Biochemistry, Faculty of Basic Sciences, Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu, Main Campus Chatha, Jammu, J and K, India",pubmed,0,0
467,32498742,SARS-CoV-2 (COVID-19) Vaccine Development and Production: An Ethical Way Forward.,"The world awaits a SARS-CoV-2 virus (i.e., COVID-19 disease) vaccine to keep the populace healthy, fully reopen their economies, and return their social and healthcare systems to &quot;normal.&quot; Vaccine safety and efficacy requires meticulous testing and oversight; this paper describes how despite grandiose public statements, the current vaccine development, testing, and production methods may prove to be ethically dubious, medically dangerous, and socially volatile. The basic moral concern ",11/01/2021,10.1017/S096318012000047X,Kenneth V Iserson,NA,pubmed,0,0
468,32498131,Pandemic Best Regulatory Practices: An Urgent Need in the COVID-19 Pandemic.,"As large numbers of candidate drugs and vaccines for potential use in the coronavirus disease 2019 (COVID-19) pandemic are being investigated, medicine regulators globally must now make urgent, informed, contextually risk-1based decisions regarding clinical trials and marketing authorizations. They must do this with the flexibility demanded by the pandemic while maintaining their core risk assessment and public safety functions. We lay out the critical role of regulators in the current crisis an",29/09/2020,10.1002/cpt.1932,Murray M Lumpkin,"The Bill and Melinda Gates Foundation, Seattle, Washington, USA",pubmed,0,0
469,32496545,Challenge Trials-Could Deliberate Coronavirus Exposure Hasten Vaccine Development?,NA,21/09/2020,10.1001/jama.2020.9881,Rita Rubin,NA,pubmed,0,0
470,32496246,Impact of nonpharmacological interventions on COVID-19 transmission dynamics in India.,"As of May 4, 2020, India has reported 42,836 confirmed cases and 1,389 deaths from COVID-19. India's multipronged response included nonpharmacological interventions (NPIs) like intensive case-based surveillance, expanding testing capacity, social distancing, health promotion, and progressive travel restrictions leading to a complete halt of international and domestic movements (lockdown). We studied the impact of NPI on transmission dynamics of COVID-19 epidemic in India and estimated the minimu",17/06/2020,10.4103/ijph.IJPH_510_20,Purvi Patel,"India Epidemic Intelligence Service Officer, National Centre for Disease Control, Delhi, India",pubmed,0,0
471,32496238,COVID-19 vaccine development and the way forward.,"The whole globe is reeling under the COVID-19 pandemic now. With the scale and severity of infection, number of deaths and lack of any definite therapeutic armamentarium, the vaccine development has been accelerated at a never-before pace. A wide variety of vaccine technologies and platforms are being attempted. Out of the over 108 efforts, 100 are in preclinical and eight in Phase 1 or 2 trial stage. While the availability of newer technologies has facilitated development, there are several cha",17/06/2020,10.4103/ijph.IJPH_520_20,Narendra Kumar Arora,"Executive Director, The INCLEN Trust International, New Delhi, India",pubmed,0,0
472,32495979,Emergence of novel coronavirus and progress toward treatment and vaccine.,"In late December 2019, a group of patients was observed with pneumonia-like symptoms that were linked with a wet market in Wuhan, China. The patients were found to have a novel coronavirus genetically related to a bat coronavirus that was termed SARS-CoV-2. The virus gradually spread worldwide and was declared a pandemic by WHO. Scientists have started trials on potential preventive and treatment options. Currently, there is no specific approved treatment for SARS-CoV-2, and various clinical tri",20/07/2020,10.1002/rmv.2116,Muhammad Muzamil Khan,"Department of Pharmacy, The Islamia University of Bahawalpur, Bahawalpur, Pakistan",pubmed,0,0
473,32495226,Hydroxychloroquine and chloroquine in COVID-19: should they be used as standard therapy?,"The pandemic of the new coronavirus, known as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has urged the nations to an unprecedented world-wide reaction, including an accelerated exploration of therapeutic options. In the absence of a vaccine and specifically designed antivirals, the medical community has proposed the use of various previously available medications in order to reduce the number of patients requiring prolonged hospitalizations, oxygen therapy, and mechanical vent",17/07/2020,10.1007/s10067-020-05202-4,Sebasti..n Ib....ez,"Medicine Faculty Cl..nica Alemana, Universidad del Desarrollo, Av. Manquehue Norte 1410, piso 7,, 7650567, Vitacura, Santiago, Chile. sibanez@alemana",pubmed,0,0
474,32494546,Vaccines and Drug Therapeutics to Lock Down Novel Coronavirus Disease 2019 (COVID-19): A Systematic Review of Clinical Trials.,"The ongoing novel coronavirus disease 2019 (COVID-19) pandemic has been responsible for millions of infections and hundreds of thousands of deaths. To date, there is no approved targeted treatment, and many investigational therapeutic agents and vaccine candidates are being considered for the treatment of COVID-19. To extract and summarize information on potential vaccines and therapeutic agents against COVID-19 at different stages of clinical trials from January to March 2020, we reviewed major",28/09/2020,10.7759/cureus.8342,Akshaya S Bhagavathula,"Public Health, Institute of Public Health, College of Medicine and Health Sciences, United Arab Emirates University, Al Ain, ARE",pubmed,0,0
475,32493494,"Controlled, double-blind, randomized trial to assess the efficacy and safety of hydroxychloroquine chemoprophylaxis in SARS CoV2 infection in healthcare personnel in the hospital setting: A structured summary of a study protocol for a randomised controlled trial.","SARS-CoV-2 infection presents a high transmission in the group of health professionals in Spain (12-15% infected). Currently there is no accepted chemoprophylaxis but hydroxychloroquine (HDQ) is known to inhibit the coronavirus in vitro. Our hypothesis is that oral administration of hydroxychloroquine to healthcare professionals can reduce the incidence and prevalence of infection as well as its severity in this group. Design: Prospective, single center, double blind, randomised, controlled tria",10/06/2020,10.1186/s13063-020-04400-4,Antonio Cuadrado-Lav..n,"Department of Gastroenterology and Hepatology, Marqu..s de Valdecilla University Hospital, School of Medicine, University of Cantabria, Av. Valdecilla, 25, 39008, Santander, Cantabria, Spain",pubmed,0,0
476,32493478,Efficacy of hydroxychloroquine for post-exposure prophylaxis to prevent severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection among adults exposed to coronavirus disease (COVID-19): a structured summary of a study protocol for a randomised controlled trial.,"Primary Objective ... To test the efficacy of Hydroxychloroquine (HCQ) (400 mg orally daily for 3 days then 200 mg orally daily for an additional 11 days, to complete 14 days) to prevent incident SARS-CoV-2 infection, compared to ascorbic acid among contacts of persons with SARS-CoV-2 infection Secondary objectives ... To determine the safety and tolerability of HCQ as SARS-CoV-2 Post-exposure Prophylaxis (PEP) in adults ... To test the efficacy of HCQ (400 mg orally daily for 3 days then 200 mg",10/06/2020,10.1186/s13063-020-04446-4,Ruanne V Barnabas,"Department of Global Health,International Clinical Research Center (ICRC), University of Washington, UW Box 359927, 325 Ninth Avenue, Seattle, WA, 98104, USA. rbarnaba@uw",pubmed,0,0
477,32492743,[SARS-CoV-2 infection (COVID-19): what can we expect?],"- Case numbers in China are clearly declining, case numbers in many European regions are no longer increasing exponentially.- Data on mortality from SARS-CoV-2 infection are contradictory; mortality is certainly lower than for SARS and MERS, but probably higher than for most seasonal flu outbreaks in recent years- The main complication of SARS-CoV-2 infection is pneumonia with development of acute respiratory distress syndrome (ARDS)- Asymptomatic and oligosymptomatic courses with virus shedding",09/06/2020,10.1055/a-1114-3699,Winfried V Kern,"Abteilung Infektiologie, Klinik f..r Innere Medizin II, Universit..tsklinikum Freiburg",pubmed,0,0
478,32492144,The Case for Why Africa Should Host COVID-19 Candidate Vaccine Trials.,"In response to provocative comments by 2 European clinicians and scientists, the World Health Organization Director General has declared that Africa will not host COVID-19 vaccine trials. Such a stance risks stigmatizing COVID-19 vaccine trials in Africa and depriving Africa of critical research. To the contrary, there is a critical need for Africa to host COVID-19 vaccine trials on public health, scientific, and ethics grounds.",21/07/2020,10.1093/infdis/jiaa303,Jerome Amir Singh,"Centre for the AIDS Programme of Research in South Africa, Durban, South Africa",pubmed,0,0
479,32489136,COVID-19 quarantine: Post-traumatic stress symptomatology among Lebanese citizens.,"In the light of the global spread of the novel Coronavirus known as COVID-19 and in the absence of an approved treatment and vaccination, Lebanon has taken national measures, among which was home quarantine of the general public in an attempt to flatten the epidemic curve and avoid flooding the health care system. This study aimed at evaluating the prevalence of post-traumatic stress symptomatology (PTSS) during the times of COVID-19 quarantine among Lebanese citizens. This quantitative cross-se",01/09/2020,10.1177/0020764020932207,Mirna Fawaz,"Nursing Department, Faculty of Health Sciences, Beirut Arab University, Beirut, Lebanon",pubmed,0,0
480,33129610,India's cost-effective COVID-19 vaccine development initiatives.,NA,11/12/2020,10.1016/j.vaccine.2020.10.056,Chiranjib Chakraborty,"Department of Biotechnology, School of Life Science and Biotechnology, Adamas University, Kolkata, West Bengal, India. Electronic address: drchiranjib@yahoo",pubmed,0,0
481,33127862,Molecular Architecture of Early Dissemination and Massive Second Wave of the SARS-CoV-2 Virus in a Major Metropolitan Area.,"We sequenced the genomes of 5,085 severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) strains causing two coronavirus disease 2019 (COVID-19) disease waves in metropolitan Houston, TX, an ethnically diverse region with 7 million residents. The genomes were from viruses recovered in the earliest recognized phase of the pandemic in Houston and from viruses recovered in an ongoing massive second wave of infections. The virus was originally introduced into Houston many times independently. ",18/11/2020,10.1128/mBio.02707-20,S Wesley Long,"Center for Molecular and Translational Human Infectious Diseases Research, Department of Pathology and Genomic Medicine, Houston Methodist Research Institute, Houston Methodist Hospital, Houston, Texas, USA",pubmed,0,0
482,33125926,Maintaining confidentiality of emerging results in COVID-19 vaccine trials is essential.,NA,30/11/2020,10.1016/S0140-6736(20)32259-5,Philip R Krause,"Office of Vaccines Research and Review, Center for Biologics Evaluation and Research, US Food and Drug Administration, Silver Spring, MD, USA",pubmed,0,0
483,33125914,What defines an efficacious COVID-19 vaccine? A review of the challenges assessing the clinical efficacy of vaccines against SARS-CoV-2.,"The novel coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has caused more than 1 million deaths in the first 6 months of the pandemic and huge economic and social upheaval internationally. An efficacious vaccine is essential to prevent further morbidity and mortality. Although some countries might deploy COVID-19 vaccines on the strength of safety and immunogenicity data alone, the goal of vaccine development is to gain direct evidence of vaccine efficacy in protecting",15/02/2021,10.1016/S1473-3099(20)30773-8,Susanne H Hodgson,"The Jenner Institute, University of Oxford, Oxford, UK. Electronic address: susanne.hodgson@ndm.ox.ac",pubmed,0,0
484,33123165,Progress and Pitfalls in the Quest for Effective SARS-CoV-2 (COVID-19) Vaccines.,"There are currently around 200 SARS-CoV-2 candidate vaccines in preclinical and clinical trials throughout the world. The various candidates employ a range of vaccine strategies including some novel approaches. Currently, the goal is to prove that they are safe and immunogenic in humans (phase 1/2 studies) with several now advancing into phase 2 and 3 trials to demonstrate efficacy and gather comprehensive data on safety. It is highly likely that many vaccines will be shown to stimulate antibody",09/11/2020,10.3389/fimmu.2020.579250,Katie L Flanagan,"Department of Infectious Diseases, Launceston General Hospital, Launceston, TAS, Australia",pubmed,0,0
485,33120812,Analysis of the WHO ICTRP for novel coronavirus clinical trial registrations.,"Up-to-date information on the current progress made in the research and development to control the global COVID-19 pandemic is important. The study aimed to analyze the clinical trial characteristics and vaccine development progress of the new Coronavirus Disease 2019 (COVID-19) registered with the World Health Organization International Clinical Trial Registry Platform (WHO ICTRP).A comprehensive search of COVID-19 clinical trials since the establishment of the ICTRP to June 11, 2020, was condu",09/11/2020,10.1097/MD.0000000000022840,Gao Song,"Department of Pharmacy, Pu'er People's Hospital",pubmed,0,0
486,33119725,&quot;Trained immunity&quot; from Mycobacterium spp. exposure or BCG vaccination and COVID-19 outcomes.,"Protective variables for Coronavirus Disease 2019 (COVID-19) are unknown. &quot;Trained immunity&quot; of the populace as a result of Bacille Calmette-Gu..rin (BCG) vaccination policy implementation and coverage had been suggested to be one of the factors responsible for the differential impact of COVID-19 on different countries. Several trials are underway to evaluate the potential protective role of BCG vaccination in COVID-19. However, the lack of clarity on the use of appropriate controls co",05/11/2020,10.1371/journal.ppat.1008969,Samer Singh,"Centre of Experimental Medicine and Surgery, Institute of Medical Sciences, Banaras Hindu University, Varanasi, India",pubmed,0,0
487,33119547,Sustained cellular immune dysregulation in individuals recovering from SARS-CoV-2 infection.,"SARS-CoV-2 causes a wide spectrum of clinical manifestations and significant mortality. Studies investigating underlying immune characteristics are needed to understand disease pathogenesis and inform vaccine design. In this study, we examined immune cell subsets in hospitalized and nonhospitalized individuals. In hospitalized patients, many adaptive and innate immune cells were decreased in frequency compared with those of healthy and convalescent individuals, with the exception of an increase ",15/01/2021,10.1172/JCI140491,Jacob K Files,"Division of Infectious Diseases, Department of Medicine, School of Medicine",pubmed,0,0
488,33115909,Will vaccination refusal prolong the war on SARS-CoV-2?,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a novel coronavirus that appeared in Wuhan, China in January 2020 and caused a global pandemic drastically changing everyday life. Currently, there are vaccine candidates in clinical trials and development, so it is only a matter of time before one is authorised for human use. We collected public opinion survey results about attitudes towards SARS-CoV-2 vaccination conducted in 2020 in 26 European countries. The pooled surveys were ",26/02/2021,10.1136/postgradmedj-2020-138903,Robert Marcec,"University of Zagreb School of Medicine, Zagreb, Croatia",pubmed,0,0
489,33113270,Informed consent disclosure to vaccine trial subjects of risk of COVID-19 vaccines worsening clinical disease.,Patient comprehension is a critical part of meeting medical ethics standards of informed consent in study designs. The aim of the study was to determine if sufficient literature exists to require clinicians to disclose the specific risk that COVID-19 vaccines could worsen disease upon exposure to challenge or circulating virus. Published literature was reviewed to identify preclinical and clinical evidence that COVID-19 vaccines could worsen disease upon exposure to challenge or circulating viru,16/01/2021,10.1111/ijcp.13795,Timothy Cardozo,"Department of Biochemistry and Molecular Pharmacology, NYU Langone Health, New York, NY, USA",pubmed,0,0
490,33110944,A multi centre randomized open label trial of chloroquine for the treatment of adults with SARS-CoV-2 infection in Vietnam.,"Background: COVID-19 is a respiratory disease caused by a novel coronavirus (SARS-CoV-2) and causes substantial morbidity and mortality. There is currently no vaccine to prevent COVID-19 or therapeutic agent to treat COVID-19. This clinical trial is designed to evaluate chloroquine as a potential therapeutic for the treatment of hospitalised people with COVID-19. We hypothesise that chloroquine slows viral replication in patients with COVID-19, attenuating the infection, and resulting in ",29/10/2020,10.12688/wellcomeopenres.15936.1,Evelyne Kestelyn,"Oxford University Clinical Research Unit, University of Oxford, Ho Chi Minh City, Vietnam",pubmed,0,0
492,33106170,BCG revaccination of health workers in Brazil to improve innate immune responses against COVID-19: A structured summary of a study protocol for a randomised controlled trial.,"The BCG vaccine, widely used in Brazil in new-borns, induces adjuvant protection for several diseases, including childhood virus infections. BCG activates monocytes and innate memory NK cells which are crucial for the antiviral immune response. Therefore, strategies to prevent COVID-19 in health workers (HW) should be carried out to prevent them becoming unwell so that they can continue to work during the pandemic. The hypothesis is that BCG will improve the innate immune response and prevent sy",02/11/2020,10.1186/s13063-020-04822-0,Ana Paula Junqueira-Kipnis,"Institute of Tropical Pathology and Public Health, Federal University of Goi..s, Goi..nia, Goi..s, Brazil. ana_kipnis@ufg",pubmed,0,0
493,33104216,FDA Emergency Use Authorization: Glass Half Empty?,"Recently, the Food and Drug Administration (FDA) issued emergency use authorization (EUA) of convalescent plasma (CP) for the treatment of COVID-19 hospitalized patients based on a non-peer reviewed open label observational study. Issuance of an EUA without a proven randomized control trial (RCT) sets a dangerous precedent since the premature action drives health care providers and patients away from RCTs that are essential for determining the efficacy and safety of CP. More caution should have ",17/11/2020,10.1093/cid/ciaa1653,Roy Guharoy,"Pharmacy, Baptist Health and Infectious Diseases, University of Massachusetts Medical School",pubmed,0,0
494,33103108,"Impact assessment of full and partial stay-at-home orders, face mask usage, and contact tracing: An agent-based simulation study of COVID-19 for an urban region.","Social intervention strategies to mitigate COVID-19 are examined using an agent-based simulation model. Outbreak in a large urban region, Miami-Dade County, Florida, USA is used as a case study. Results are intended to serve as a planning guide for decision makers. The simulation model mimics daily social mixing behavior of the susceptible and infected generating the spread. Data representing demographics of the region, virus epidemiology, and social interventions shapes model behavior. Results ",11/01/2021,10.1016/j.gloepi.2020.100036,Hanisha Tatapudi,"Department of Industrial and Management System Engineering, University of South Florida, Tampa, FL, USA",pubmed,0,0
495,33101792,"Bioethical Implications in Vaccine Development, a COVID-19 Challenge.","Introduction In the last 18 years, on three occasions, coronavirus has represented a challenge for global health. Between 2002 and 2003 with Severe Acute Respiratory Syndrome, in 2012 with Middle East Respiratory Syndrome, and since the end of 2019 with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) causing the coronavirus disease 2019 (COVID-19) pandemic, which has challenged health care models and the way of doing research, placing bioethics at the center of discussion... Methods",28/10/2020,10.7759/cureus.10530,Sebasti..n Ospina Henao,"Instituto de Investigaci..n en Ciencias M..dicas, Universidad de Ciencias M..dicas, San Jos.., CRI",pubmed,0,0
496,33100195,COVID-19 Vaccines on Clinical Trials and their Mode of Action for Immunity against the Virus.,"For nearly two decades, coronaviruses have caused many health and economic problems, while no effective commercial vaccine has yet been developed. It is worth mentioning that despite some mutations and recombination in SARS-CoV-2, its genotype is very close to the original strain from Wuhan, China. Therefore, the development of an effective vaccine would be promising. It might be hypothesized that BCG vaccination is performed in high-risk populations before the commercialization of an effective ",26/10/2020,10.2174/1381612826666201023143956,Shima Tavakol,"Cellular and Molecular Research Center, Iran University of Medical Sciences, Tehran. Iran",pubmed,0,0
497,33098441,Corona Immunitas: study protocol of a nationwide program of SARS-CoV-2 seroprevalence and seroepidemiologic studies in Switzerland.,"Seroprevalence studies to assess the spread of SARS-CoV-2 infection in the general population and subgroups are key for evaluating mitigation and vaccination policies and for understanding the spread of the disease both on the national level and for comparison with the international community. Corona Immunitas is a research program of coordinated, population-based, seroprevalence studies implemented by Swiss School of Public Health (SSPH+). Over 28,340 participants, randomly selected and age-str",16/12/2020,10.1007/s00038-020-01494-0,Erin A West,"Epidemiology, Biostatistics and Prevention Institute, University of Zurich, Hirschengraben 84, 8001, Zurich, Switzerland",pubmed,0,0
498,33097472,Potency and timing of antiviral therapy as determinants of duration of SARS-CoV-2 shedding and intensity of inflammatory response.,"To affect the COVID-19 pandemic, lifesaving antiviral therapies must be identified. The number of clinical trials that can be performed is limited. We developed mathematical models to project multiple therapeutic approaches. Our models recapitulate off-treatment viral dynamics and predict a three-phase immune response. Simulated treatment with remdesivir, selinexor, neutralizing antibodies, or cellular immunotherapy demonstrates that rapid viral elimination is possible if in vivo potency is suff",11/12/2020,10.1126/sciadv.abc7112,Ashish Goyal,"Vaccine and Infectious Disease Division, Fred Hutchinson Cancer Research Center, Seattle, WA, USA",pubmed,0,0
499,33096260,Vaccines against COVID-19.,NA,23/12/2020,10.1016/j.accpm.2020.10.006,Camille Locht,"Univ. Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, U1019 - UMR9017 - CIIL - Center for Infection and Immunity of Lille, F-59000 Lille, France. Electronic address: camille.locht@pasteur-lille",pubmed,0,0
500,33094258,Remodelling elective hospital services in the COVID-19 era - designing the new normal.,"The provision of elective clinical services has decreased during the initial phase of the coronavirus disease 2019 (COVID-19) pandemic to enable hospitals to focus on acute illness. Any end to the pandemic through widespread vaccination, effective treatment or development of herd immunity may be years away. Until then, hospitals will need to resume treating other diseases while also attempting to eradicate transmission of COVID-19 within the healthcare setting. In this article we suggest six maj",24/10/2020,10.7861/fhj.2020-0079,Lamin A King,"Dorset County Hospital, Dorchester, UK",pubmed,0,0
501,33093087,First vaccine may stymie hunt for better ones.,NA,18/12/2020,10.1126/science.370.6515.389,Jon Cohen,NA,pubmed,0,0
502,33093069,Sequencing identifies multiple early introductions of SARS-CoV-2 to the New York City region.,"Effective public response to a pandemic relies upon accurate measurement of the extent and dynamics of an outbreak. Viral genome sequencing has emerged as a powerful approach to link seemingly unrelated cases, and large-scale sequencing surveillance can inform on critical epidemiological parameters. Here, we report the analysis of 864 SARS-CoV-2 sequences from cases in the New York City metropolitan area during the COVID-19 outbreak in spring 2020. The majority of cases had no recent travel hist",14/12/2020,10.1101/gr.266676.120,Matthew T Maurano,"Institute for Systems Genetics, NYU Grossman School of Medicine, New York, New York 10016, USA",pubmed,0,0
503,33093065,"Covid-19: Vaccine trials need more transparency to enable scrutiny and earn public trust, say experts.",NA,05/11/2020,10.1136/bmj.m4042,Elisabeth Mahase,The BMJ,pubmed,0,0
504,33090877,Clinical Endpoints for Evaluating Efficacy in COVID-19 Vaccine Trials.,"Several vaccine candidates to protect against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection or coronavirus disease 2019 (COVID-19) have entered or will soon enter large-scale, phase 3, placebo-controlled randomized clinical trials. To facilitate harmonized evaluation and comparison of the efficacy of these vaccines, a general set of clinical endpoints is proposed, along with considerations to guide the selection of the primary endpoints on the basis of clinical and stati",24/02/2021,10.7326/M20-6169,Devan V Mehrotra,"Biostatistics and Research Decision Sciences, Merck &amp",pubmed,0,0
505,33090030,Disinformation and Epidemics: Anticipating the Next Phase of Biowarfare.,"While biological warfare has classically been considered a threat requiring the presence of a distinct biological agent, we argue that in light of the rise of state-sponsored online disinformation campaigns we are approaching a fifth phase of biowarfare with a &quot;cyber-bio&quot; framing. By examining the rise of measles cases following disinformation campaigns connected to the US 2016 presidential elections, the rise of disinformation in the current novel coronavirus disease 2019 pandemic, an",26/02/2021,10.1089/hs.2020.0038,Rose Bernard,"Rose Bernard, MA, and Gemma Bowsher, MBBS, are Research Associates",pubmed,0,0
506,33087460,Understanding COVID-19 vaccine efficacy.,NA,24/11/2020,10.1126/science.abe5938,Marc Lipsitch,"Center for Communicable Disease Dynamics, Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA 02115, USA. mlipsitc@hsph.harvard.edu nataliedean@ufl",pubmed,0,0
507,33087452,Postmarketing studies: can they provide a safety net for COVID-19 vaccines in the UK?,"In the current era of the COVID-19 pandemic, the world has never been more interested in the process of vaccine development. While researchers across the globe race to find an effective yet safe vaccine to protect populations from the newly emergent SARS-CoV-2 virus, more than one-third of the world has been subjected to either full or partial lockdown measures. With communities having felt the burden of prolonged isolation, finding a safe and efficacious vaccine will yield direct beneficial eff",22/10/2020,10.1136/bmjebm-2020-111507,Sandeep Dhanda,"Drug Safety Research Unit, Southampton, Hampshire, UK sandeep.dhanda@dsru",pubmed,0,0
508,33087398,Will covid-19 vaccines save lives? Current trials aren't designed to tell us.,NA,23/10/2020,10.1136/bmj.m4037,Peter Doshi,The BMJ,pubmed,0,0
