,ID,title,abstract,date,doi,author_corresponding,author_corresponding_institution,source,eligible,new
267,32719684,COVID-19 Coronavirus Vaccine Design Using Reverse Vaccinology and Machine Learning.,"To ultimately combat the emerging COVID-19 pandemic, it is desired to develop an effective and safe vaccine against this highly contagious disease caused by the SARS-CoV-2 coronavirus. Our literature and clinical trial survey showed that the whole virus, as well as the spike (S) protein, nucleocapsid (N) protein, and membrane (M) protein, have been tested for vaccine development against SARS and MERS. However, these vaccine candidates might lack the induction of complete protection and have safe",03/08/2020,10.3389/fimmu.2020.01581,Edison Ong,"Department of Computational Medicine and Bioinformatics, University of Michigan, Ann Arbor, MI, United States",pubmed,0,0
268,32719619,"While We Wait for a Vaccine Against SARS-CoV-2, Why Not Think About Available Drugs?","At the time of reception of this article (April 2, 2020), efforts to develop a specific vaccine against SARS-Cov-2, the causative agent of the coronavirus disease 2019 (COVID-19), had just begun trial phase 1, but full validation of this and other current developments is likely to take many more months to reach completion. The ongoing pandemic constitutes a major health burden of world proportions that is also having a devastating impact on whole economies worldwide, the knock-on effects of whic",01/12/2020,10.3389/fphys.2020.00820,Francisco J Barrantes,"Biomedical Research Institute (BIOMED), Argentina Pontifical Catholic University of Argentina (UCA) and National Scientific and Technical Research Council (CONICET), Buenos Aires, Argentina",pubmed,0,0
269,32718772,Considerations for the Surgical Management of Early Stage Lung Cancer During the COVID-19 Pandemic.,"The highly transmissible novel coronavirus (COVID-19) has infected over 8.8 million people globally and has upended the delivery of health care in the United States, creating unprecedented challenges to providing care to patients with early stage non-small cell lung cancer (NSCLC). The initial surge of patients with COVID-19 that have flooded hospitals has put a strain on physical space, workforce, and supplies. In addition, social distancing and the risk of COVID-19 transmission has created sig",28/07/2020,10.1016/j.cllc.2020.06.024,Robert E Merritt,"Thoracic Surgery Division, The Ohio State University Wexner Medical Center, Columbus, OH. Electronic address: Robert.Merritt@osumc",pubmed,0,0
270,32718020,"Potential Anti-COVID-19 Therapeutics that Block the Early Stage of the Viral Life Cycle: Structures, Mechanisms, and Clinical Trials.","The ongoing pandemic of coronavirus disease-2019 (COVID-19) is being caused by severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). The disease continues to present significant challenges to the health care systems around the world. This is primarily because of the lack of vaccines to protect against the infection and the lack of highly effective therapeutics to prevent and/or treat the illness. Nevertheless, researchers have swiftly responded to the pandemic by advancing old and new po",12/08/2020,10.3390/ijms21155224,Rami A Al-Horani,"Division of Basic Pharmaceutical Sciences, College of Pharmacy, Xavier University of Louisiana, New Orleans, LA 70125, USA",pubmed,0,0
271,32717321,Genomics approaches to synthesize plant-based biomolecules for therapeutic applications to combat SARS-CoV-2.,"COVID-19 caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is devastative to the humankind for which neither vaccines nor precise therapeutic molecules for treatment are identified. The search for new drugs and repurposing of existing drugs are being performed; however, at the same time, research on plants to identify novel therapeutic compounds or testing the existing ones is progressing at a slower phase. In this context, genomics and biotechnology offer various tools and ",31/12/2020,10.1016/j.ygeno.2020.07.033,Namisha Sharma,"National Institute of Plant Genome Research, Aruna Asaf Ali Marg, New Delhi 110067, India",pubmed,0,0
272,32711692,Monitoring approaches for health-care workers during the COVID-19 pandemic.,"Health-care workers are crucial to any health-care system. During the ongoing COVID-19 pandemic, health-care workers are at a substantially increased risk of becoming infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and could come to considerable harm as a result. Depending on the phase of the pandemic, patients with COVID-19 might not be the main source of SARS-CoV-2 infection and health-care workers could be exposed to atypical patients, infected family members, conta",13/10/2020,10.1016/S1473-3099(20)30458-8,Julia A Bielicki,"Paediatric Infectious Diseases Research Group, Institute for Infection and Immunity, St George's University of London, London, UK",pubmed,0,0
273,32710003,Coronavirus vaccines leap through safety trials - but which will work is anybody's guess.,NA,04/09/2020,10.1038/d41586-020-02174-y,Ewen Callaway,NA,pubmed,0,0
274,32702822,Efficacy of integrative Traditional Chinese and Western medicine for the treatment of patients infected with 2019 novel coronavirus (COVID-19): A protocol for systematic review and meta analysis.,"No specific anti-virus drugs or vaccines have been available for the treatment of COVID-19. Integrative traditional Chinese and western medicine has been proposed as a therapeutic option with substantial applications in China. This protocol is proposed for a systematic review and meta-analysis that aims to evaluate the efficacy of integrative traditional Chinese and western medicine treatment on patients with COVID-19. Ten databases including PubMed, EMBASE, Cochrane Library, CIHAHL, Web of Scie",31/07/2020,10.1097/MD.0000000000020781,Dan Liu,"aWest China Hospital, Sichuan University, South Renmin Road, Wu Hou District, Chengdu bChengdu University of Traditional Chinese Medicine, Chengdu, China cCollege of Traditional Chinese Medicine, Hainan Medical University, Haikou, China",pubmed,0,0
275,32702300,Encouraging results from phase 1/2 COVID-19 vaccine trials.,NA,19/08/2020,10.1016/S0140-6736(20)31611-1,Naor Bar-Zeev,"International Vaccine Access Center, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD 21231, USA. Electronic address: nbarzee1@jhu",pubmed,0,0
278,32701395,Designing Pull Funding For A COVID-19 Vaccine.,"A widely accessible vaccine is essential to mitigate the health and economic ravages of coronavirus disease 2019 (COVID-19). Without appropriate incentives and coordination, however, firms might not respond at sufficient speed or scale, and competition among countries for limited supply could drive up prices and undercut efficient allocation. Programs relying on &quot;push&quot; incentives (direct cost reimbursement) can be complicated by the funder's inability to observe firms' private cost inf",24/09/2020,10.1377/hlthaff.2020.00646,Christopher M Snyder,"Christopher M. Snyder (chris.snyder@dartmouth.edu) is the Hyatt Professor of Economics, Department of Economics, Dartmouth College, in Hanover, New Hampshire",pubmed,0,0
279,32700555,Hydroxychloroquine in COVID-19 Therapy: Protection Versus Proarrhythmia.,"In recent months, the new coronavirus SARS-CoV-2 has emerged as a worldwide threat with about 4.2 million confirmed cases and almost 300 000 deaths. Its major clinical presentation is characterized by respiratory symptoms ranging from mild cough to serve pneumonia with fever and potentially even death. Until today, there is no known medication to improve clinical symptoms or even prevent or fight the infection. The search for a useful vaccination is ongoing and it will probably not be available ",16/11/2020,10.1177/1074248420935740,Christopher Stremmel,"Medizinische Klinik und Poliklinik I, Klinikum der Universit..t M..nchen, 54187Ludwig-Maximilians University, Munich, Germany",pubmed,0,0
280,32699860,"Interest in COVID-19 vaccine trials participation among young adults in China: Willingness, reasons for hesitancy, and demographic and psychosocial determinants.","With the demand for rapid COVID-19 vaccine development and evaluation, this paper aimed to describe the prevalence and correlates of willingness to participate in COVID-19 vaccine trials among university students in China. A cross-sectional survey with 1,912 Chinese university students was conducted during March and April 2020. Bivariate and multivariate analyses were performed to identify variables associated with willingness to participate. The majority of participants (64.01%) indicated willi",28/09/2020,10.1101/2020.07.13.20152678,Shufang Sun,NA,pubmed,0,0
281,32699167,Artificial intelligence mobile health platform for early detection of COVID-19 in quarantine subjects using a wearable biosensor: protocol for a randomised controlled trial.,"There is an outbreak of COVID-19 worldwide. As there is no effective therapy or vaccine yet, rigorous implementation of traditional public health measures such as isolation and quarantine remains the most effective tool to control the outbreak. When an asymptomatic individual with COVID-19 exposure is being quarantined, it is necessary to perform temperature and symptom surveillance. As such surveillance is intermittent in nature and highly dependent on self-discipline, it has limited effectiven",30/07/2020,10.1136/bmjopen-2020-038555,Chun Ka Wong,"Division of Cardiology, Department of Medicine, University of Hong Kong, Hong Kong, Hong Kong",pubmed,0,0
282,32699147,Opinion: It's ethical to test promising coronavirus vaccines against less-promising ones.,NA,28/08/2020,10.1073/pnas.2014154117,Nir Eyal,"Center for Population-Level Bioethics and Department of Philosophy, Rutgers University, New Brunswick, NJ 08901",pubmed,0,0
283,32698494,Self-Amplifying RNA Viruses as RNA Vaccines.,"Single-stranded RNA viruses such as alphaviruses, flaviviruses, measles viruses and rhabdoviruses are characterized by their capacity of highly efficient self-amplification of RNA in host cells, which make them attractive vehicles for vaccine development. Particularly, alphaviruses and flaviviruses can be administered as recombinant particles, layered DNA/RNA plasmid vectors carrying the RNA replicon and even RNA replicon molecules. Self-amplifying RNA viral vectors have been used for high level",03/08/2020,10.3390/ijms21145130,Kenneth Lundstrom,"PanTherapeutics, CH1095 Lutry, Switzerland",pubmed,0,0
284,32698479,Point-of-Use Rapid Detection of SARS-CoV-2: Nanotechnology-Enabled Solutions for the COVID-19 Pandemic.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) caused the COVID-19 pandemic that has been spreading around the world since December 2019. More than 10 million affected cases and more than half a million deaths have been reported so far, while no vaccine is yet available as a treatment. Considering the global healthcare urgency, several techniques, including whole genome sequencing and computed tomography imaging have been employed for diagnosing infected people. Considerable effort",03/08/2020,10.3390/ijms21145126,Navid Rabiee,"Department of Chemistry, Sharif University of Technology, Tehran 11155-3516, Iran",pubmed,0,0
285,32696862,Use of remdesivir for patients with Covid-19: a review article.,"The etiological agent of COVID-19, which causes severe respiratory diseases such as pneumonia and pulmonary insufficiency, has been confirmed as a new coronavirus, now known as Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2). There is currently no authorized medication for the treatment of COVID-19. No vaccines have been authorized. Thus, this study aimed at conducting a review of the use of Remdesivir in patients with COVID-19. The following electronic databases were used MEDLINE, ",28/07/2020,10.1590/1806-9282.66.6.838,Thom..s Cavalcanti Pires de Azevedo,"Centro Universit..rio Cesmac, Macei.., AL, Brasil",pubmed,0,0
286,32694847,Coronavirus vaccines get a biotech boost.,NA,29/07/2020,10.1038/d41586-020-02154-2,Amber Dance,NA,pubmed,0,0
287,32694043,Clinical efficacy of convalescent plasma for treatment of COVID-19 infections: Results of a multicenter clinical study.,"Since Dec. 2019 the new coronavirus (SARS-CoV-2) has infected millions and claimed life of several hundred thousand worldwide. However, so far no approved vaccine or drug therapy is available for treatment of virus infection. Convalescent plasma has been considered a potential modality for COVID-19 infection. One hundred eighty-nine COVID-19 positive patients including 115 patients in plasma therapy group and 74 patients in control group, registered in the hospitals with confirmed COVID-19 infec",04/12/2020,10.1016/j.transci.2020.102875,Hassan Abolghasemi,"Applied Microbiology Research Center, Systems Biology and Poisonings Institute, Baqiyatallah University of Medical Sciences, Tehran, Iran",pubmed,0,0
288,32692266,Potential Repurposed Therapeutics and New Vaccines against COVID-19 and Their Clinical Status.,"SARS-CoV-2, the virus that causes coronavirus disease 2019 (COVID-19), was first reported in Wuhan, China, in December 2019. Since then, the virus has stretched its grip to almost all the countries in the world, affecting millions of people and causing enormous casualties. The World Health Organization (WHO) declared COVID-19 a pandemic on March 11, 2019. As of June 12, 2020, almost 7.30 million people have already been infected globally, with 413,000 reported casualties. In the United States al",07/12/2020,10.1177/2472555220945281,Abid H Banday,"Department of Chemistry and Biochemistry, Auburn University, Auburn, Alabama, USA",pubmed,0,0
289,32687112,COVID-19 pandemic: A global health burden.,"Coronavirus disease 2019 (COVID-19) pandemic began in China with a group of severe pneumonia cases, later identified to be caused by the severe acute respiratory syndrome coronavirus 2 in December 2019. Thailand reported the first COVID-19 case outside of China on 13<sup>th</sup> January 2020, Africa reported its first case in Egypt on 14<sup>th</sup> February 2020 and Nigeria reported its index case of COVID-19 on 27<sup>th</sup> February 2020. Virtually, all countries in the world are affected",23/07/2020,10.4103/npmj.npmj_157_20,Oluwatosin Wuraola Akande,"Department of Epidemiology and Community Health, University of Ilorin Teaching Hospital, Ilorin, Kwara State, Nigeria",pubmed,0,0
290,32671831,COVID-19 vaccine-readiness for anti-CD20-depleting therapy in autoimmune diseases.,"Although most autoimmune diseases are considered to be CD4 T cell- or antibody-mediated, many respond to CD20-depleting antibodies that have limited influence on CD4 and plasma cells. This includes rituximab, oblinutuzumab and ofatumumab that are used in cancer, rheumatoid arthritis and off-label in a large number of other autoimmunities and ocrelizumab in multiple sclerosis. Recently, the COVID-19 pandemic created concerns about immunosuppression in autoimmunity, leading to cessation or a delay",13/11/2020,10.1111/cei.13495,D Baker,"Blizard Institute, Barts and the London School of Medicine and Dentistry, Queen Mary University of London, London, UK",pubmed,0,0
291,32669462,Human Infection Challenge Studies: a Test for the Social Value Criterion of Research Ethics.,"Human infection challenge studies involving the intentional infection of research participants with a disease-causing agent have recently been suggested as a means to speed up the search for a vaccine for the ongoing coronavirus disease 2019 (COVID-19) outbreak. Calls for challenge studies, however, rely on the expected social value of these studies. This value represents more than the simple possibility that a successful study will lead to the rapid development and dissemination of vaccines but",27/07/2020,10.1128/mSphere.00669-20,Nicholas G Evans,"Department of Philosophy, University of Massachusetts Lowell, Lowell, Massachusetts, USA Nicholas_evans@uml",pubmed,0,0
292,32667492,"Trained innate immunity, COVID-19 therapeutic dilemma, and fake science.",NA,21/07/2020,10.6061/clinics/2020/e2124,Jos.. Ernesto Beliz..rio,"Hospital das Clinicas HCFMUSP, Faculdade de Medicina, Universidade de Sao Paulo, Sao Paulo, SP, BR",pubmed,0,0
293,32667191,Hard Nanomaterials in Time of Viral Pandemics.,"The SARS-Cov-2 pandemic has spread worldwide during 2020, setting up an uncertain start of this decade. The measures to contain infection taken by many governments have been extremely severe by imposing home lockdown and industrial production shutdown, making this the biggest crisis since the second world war. Additionally, the continuous colonization of wild natural lands may touch unknown virus reservoirs, causing the spread of epidemics. Apart from SARS-Cov-2, the recent history has seen the ",14/09/2020,10.1021/acsnano.0c04117,Giacomo Reina,"CNRS, Immunology, Immunopathology and Therapeutic Chemistry, UPR 3572, University of Strasbourg ISIS, 67000 Strasbourg, France",pubmed,0,0
294,32664543,Lactoferrin as Protective Natural Barrier of Respiratory and Intestinal Mucosa against Coronavirus Infection and Inflammation.,"Recently, the world has been dealing with a devastating global pandemic coronavirus infection, with more than 12 million infected worldwide and over 300,000 deaths as of May 15th 2020, related to a novel coronavirus (2019-nCoV), characterized by a spherical morphology and identified through next-generation sequencing. Although the respiratory tract is the primary portal of entry of SARS-CoV-2, gastrointestinal involvement associated with nausea, vomiting and diarrhoea may also occur. No drug or ",24/07/2020,10.3390/ijms21144903,Elena Campione,"Dermatologic Unit, Department of Systems Medicine, University of Rome Tor Vergata, 00133 Rome, Italy",pubmed,0,0
296,32662677,The combination of artificial intelligence and systems biology for intelligent vaccine design.,"A new body of evidence depicts the applications of artificial intelligence and systems biology in vaccine design and development. The combination of both approaches shall revolutionize healthcare, accelerating clinical trial processes and reducing the costs and time involved in drug research and development. This review explores the basics of artificial intelligence and systems biology approaches in the vaccine development pipeline. The topics include a detailed description of epitope prediction",05/11/2020,10.1080/17460441.2020.1791076,Giulia Russo,"Department of Drug Sciences, University of Catania , Catania, Italy",pubmed,0,0
297,32661140,The SARS-CoV-2 N Protein Is a Good Component in a Vaccine.,NA,03/09/2020,10.1128/JVI.01279-20,Gustaf Ahl..n,"Department of Laboratory Medicine, Division of Clinical Microbiology, Karolinska Institutet, Stockholm, Sweden",pubmed,0,0
298,32661074,Why continuing uncertainties are no reason to postpone challenge trials for coronavirus vaccines.,"To counter the pandemic caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), some have proposed accelerating SARS-CoV-2 vaccine development through controlled human infection (or 'challenge') trials. These trials would involve the deliberate exposure of relatively few young, healthy volunteers to SARS-CoV-2. We defend this proposal against the charge that there is still too much uncertainty surrounding the risks of COVID-19 to responsibly run such a trial.",23/12/2020,10.1136/medethics-2020-106501,Robert Steel,"Center for Population-Level Bioethics and Department of Philosophy, Rutgers University, New Brunswick, New Jersey, USA",pubmed,0,0
299,32658877,[The naked king in the pandemic: about the production and communication of scientific knowledge at the time of SARS-CoV-2.],"The SARS-CoV-2 pandemic has lifted the veil about how medical knowledge is produced and disseminated. Action Bias, together with economic, academic and media-related interests, has concurred to generate and spread low-value and even unreliable information about some hypothetical therapeutic interventions for CoViD-19. Not only this &quot;infodemic&quot; has weakened people's ability to make informed health choices, but it also has influenced the process of new evidence generation through the vio",24/07/2020,10.1701/3407.33920,Camilla Alderighi,Ordine dei Medici Chirurghi e degli Odontoiatri della Provincia di Firenze,pubmed,0,0
301,32653662,Virus shedding dynamics in asymptomatic and mildly symptomatic patients infected with SARS-CoV-2.,"Asymptomatic patients, together with those with mild symptoms of coronavirus disease 2019 (COVID-19), may play an important role in severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) transmission. However, the dynamics of virus shedding during the various phases of the clinical course of COVID-19 remains unclear at this stage. A total of 18 patients found to be positive for SARS-CoV-2 infection by real-time reverse transcription PCR (RT-PCR) assay and admitted to Chongqing University C",20/11/2020,10.1016/j.cmi.2020.07.008,W Li,"Chongqing University Central Hospital, China",pubmed,0,0
302,32653511,Potential benefits and risks of omega-3 fatty acids supplementation to patients with COVID-19.,"Studies have shown that infection, excessive coagulation, cytokine storm, leukopenia, lymphopenia, hypoxemia and oxidative stress have also been observed in critically ill Severe Acute Respiratory Syndrome coronavirus 2 (SARS-CoV-2) patients in addition to the onset symptoms. There are still no approved drugs or vaccines. Dietary supplements could possibly improve the patient's recovery. Omega-3 fatty acids, specifically eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA), present an anti",27/08/2020,10.1016/j.freeradbiomed.2020.07.005,Marcelo M Rogero,"Nutritional Genomics and Inflammation Laboratory, Department of Nutrition, School of Public Health, University of S..o Paulo, 01246-904, S..o Paulo, Brazil",pubmed,0,0
303,32653463,Vaccines for COVID-19: The current state of play.,"There is a strong consensus globally that a COVID-19 vaccine is likely the most effective approach to sustainably controlling the COVID-19 pandemic. An unprecedented research effort and global coordination has resulted in a rapid development of vaccine candidates and initiation of trials. Here, we review vaccine types, and progress with 10 vaccine candidates against SARS-CoV-2 - the virus that causes COVID-19 - currently undergoing early phase human trials. We also consider the many challenges o",04/09/2020,10.1016/j.prrv.2020.06.010,Archana Koirala,"National Centre for Immunisation Research and Surveillance, Westmead, NSW, Australia",pubmed,0,0
304,32653224,BCG as a game-changer to prevent the infection and severity of COVID-19 pandemic?,"The impact of COVID-19 is changing with country wise and depend on universal immunization policies. COVID-19 badly affects countries that did not have universal immunization policies or having them only for the selective population of countries (highly prominent population) like Italy, USA, UK, Netherland, etc. Universal immunization of BCG can provide great protection against the COVID-19 infection because the BCG vaccine gives broad protection against respiratory infections. BCG vaccine induce",05/10/2020,10.1016/j.aller.2020.05.002,A R Sharma,"Post Graduate Institute for Medical Education and Research (PGIMER), Chandigarh, India",pubmed,0,0
305,32653040,"The need for fast-track, high-quality and low-cost studies about the role of the BCG vaccine in the fight against COVID-19.","Bacillus Calmette-Gu..rin (BCG) vaccination is routine and near-universal in many low- and middle-income countries (LMIC). It has been suggested that BCG can have a protective effect on COVID-19 morbidity and mortality. This commentary discusses the limitations of the evidence around BCG and COVID-19. We argue that higher-quality evidence is necessary to understand the protective effect of the BCG vaccine from existing, secondary data, while we await results from clinical trials currently conduc",21/07/2020,10.1186/s12931-020-01439-4,Marcos Pereira,"Institute of Collective Health, Federal University of Bahia, Salvador, Brazil. pereira.santosm@yahoo",pubmed,0,0
306,32650672,Clinical trials in the time of a pandemic.,"The first rumblings about a new coronavirus spreading in China were heard in January 2020. By the end of that month, the World Health Organization, recognizing the severity of the disease and the potential for global spread, had declared a public health emergency. By February 2020, cases had been identified in multiple countries, clinical trials of treatments with some biological plausibility had begun in China, and the initial steps of vaccine development were underway. In mid-March, by which t",15/10/2020,10.1177/1740774520939871,Susan S Ellenberg,"Department of Biostatistics, Epidemiology and Informatics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",pubmed,0,0
307,32650355,Antirheumatic drugs for COVID-19 treatment based on the phases of the disease: Current concept.,"COVID-19 disease is the most recent pandemic, since it has affected more than four and a half million people and caused more than 300,000 deaths. It is a very complex systemic disease in terms of pathogenesis, treatment, and prognosis. Pharmacological treatment may include antiviral and antimalarial drugs, antibiotics, monoclonal antibodies, corticosteroids as well as low-molecular-weight heparins to prevent the evolution of the disease from reaching the severe inflammatory phase that can lead t",20/07/2020,10.15586/jptcp.v27iSP1.689,Marco Valentini,"Rheumatology Unit, San Pier Damiano Hospital, Faenza (RA), Italy",pubmed,0,0
308,32649315,Autopsy Services and Emergency Preparedness of a Tertiary Academic Hospital Mortuary for the COVID-19 Public Health Emergency: The Yale Plan.,Pathology Autopsy and Mortuary Services have been front and center in the severe acute respiratory syndrome coronavirus 2 (SARS-Co-V-2) pandemic. The sheer number of fatalities from the pandemic have been unlike any other in recent memory and needed the rapid creation of new protocols and paradigms to manage the situation. This required rapidly escalating mortuary capacity to manage the increased fatalities from the pandemic with the establishment of lines of communication and networking with go,15/10/2020,10.1097/PAP.0000000000000274,Declan McGuone,"Department of Pathology, Yale Medical School, New Haven",pubmed,0,0
309,32648899,"Pathophysiology, Transmission, Diagnosis, and Treatment of Coronavirus Disease 2019 (COVID-19): A Review.","The coronavirus disease 2019 (COVID-19) pandemic, due to the novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has caused a worldwide sudden and substantial increase in hospitalizations for pneumonia with multiorgan disease. This review discusses current evidence regarding the pathophysiology, transmission, diagnosis, and management of COVID-19. SARS-CoV-2 is spread primarily via respiratory droplets during close face-to-face contact. Infection can be spread by asymptomatic, pr",01/10/2020,10.1001/jama.2020.12839,W Joost Wiersinga,"Division of Infectious Diseases, Department of Medicine, Amsterdam UMC, location AMC, University of Amsterdam, Amsterdam, the Netherlands",pubmed,0,0
310,32646869,Challenges in evaluating SARS-CoV-2 vaccines during the COVID-19 pandemic.,NA,02/09/2020,10.1503/cmaj.201237,Bahaa Abu-Raya,"Vaccine Evaluation Center, BC Children's Hospital Research Institute, and Division of Infectious Diseases, Department of Pediatrics, University of British Columbia, Vancouver, BC baburaya@bcchr.ubc",pubmed,0,0
311,32645630,"Evaluation of safety, efficacy, tolerability, and treatment-related outcomes of type I interferons for human coronaviruses (HCoVs) infection in clinical practice: An updated critical systematic review and meta-analysis.","There is no vaccine or specific antiviral treatment for HCoVs infection. The use of type I interferons for coronavirus is still under great debate in clinical practice. A literature search of all relevant studies published on PubMed, Cochrane library, Web of Science database, Science Direct, Wanfang Data, and China National Knowledge Infrastructure (CNKI) until February 2020 was performed. Of the 1081 identified articles, only 15 studies were included in the final analysis. Comorbidities and del",24/08/2020,10.1016/j.intimp.2020.106740,Chengjun Yu,"Children's Hospital of Chongqing Medical University, Chongqing, China",pubmed,0,0
312,32643436,"Pharmacological and non-pharmacological efforts at prevention, mitigation, and treatment for COVID-19.","A global outbreak of the SARS-CoV-2 virus has infected millions of people over a short period of time. The communicability and increased mortality from the SARS-CoV-2 infection mandated the WHO to declare COVID-19 a worldwide pandemic. The virus outbreak has spread when there are no approved vaccines, treatments, or prophylactic therapies available. Researchers from all over the world have prioritised development of vaccines and antivirals. Several vaccine projects have seen successes in preclin",07/09/2020,10.1080/1061186X.2020.1793990,Mohammed M Alvi,"Pharmaceutical Sciences, University of the Sciences in Philadelphia, Philadelphia, PA, USA",pubmed,0,0
313,32638362,The European response to the WHO call to eliminate cervical cancer as a public health problem.,"The age-standardised incidence of cervical cancer in Europe varies widely by country (between 3 and 25/100000 women-years) in 2018. Human papillomavirus (HPV) vaccine coverage is low in countries with the highest incidence and screening performance is heterogeneous among European countries. A broad group of delegates of scientific professional societies and cancer organisations endorse the principles of the WHO call to eliminate cervical cancer as a public health problem, also in Europe. All Eur",28/12/2020,10.1002/ijc.33189,Marc Arbyn,"Coordinator Unit Cancer Epidemiology, Belgian Cancer Centre, Sciensano, Brussels, Belgium",pubmed,0,0
314,32636754,A Snapshot of the Global Race for Vaccines Targeting SARS-CoV-2 and the COVID-19 Pandemic.,"A novel coronavirus SARS-CoV-2 causing Coronavirus disease 2019 (COVID-19) has entered the human population and has spread rapidly around the world in the first half of 2020 causing a global pandemic. The virus uses its spike glycoprotein receptor-binding domain to interact with host cell angiotensin-converting enzyme 2 (ACE2) sites to initiate a cascade of events that culminate in severe acute respiratory syndrome in some individuals. In efforts to curtail viral spread, authorities initiated fa",28/09/2020,10.3389/fphar.2020.00937,Colin D Funk,"Department of Biomedical and Molecular Sciences, Queen's University, Kingston, ON, Canada",pubmed,0,0
316,32632960,Revisiting potential druggable targets against SARS-CoV-2 and repurposing therapeutics under preclinical study and clinical trials: A comprehensive review.,"Coronavirus disease-19 (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is one of the most contagious diseases in human history that has already affected millions of lives worldwide. To date, no vaccines or effective therapeutics have been discovered yet that may successfully treat COVID-19 patients or contain the transmission of the virus. Scientific communities across the globe responded rapidly and have been working relentlessly to develop drugs and vaccines",09/09/2020,10.1002/ddr.21709,Abdullah Al Mamun Sohag,"Department of Biochemistry and Molecular Biology, Bangladesh Agricultural University, Mymensingh, 2202, Bangladesh",pubmed,0,0
317,32628748,Evaluating use cases for human challenge trials in accelerating SARS-CoV-2 vaccine development.,"Human challenge trials (HCTs) have been proposed as a means to accelerate SARS-CoV-2 vaccine development. We identify and discuss three potential use cases of HCTs in the current pandemic: evaluating efficacy, converging on correlates of protection, and improving understanding of pathogenesis and the human immune response. We outline the limitations of HCTs and find that HCTs are likely to be most useful for vaccine candidates currently in preclinical stages of development. We conclude that, whi",01/09/2020,10.1093/cid/ciaa935,Linh Chi Nguyen,"Department of Politics and International Relations, University of Oxford, Oxford, OX1 3UQ, United Kingdom",pubmed,0,0
318,32625198,Pausing the Fight Against Malaria to Combat the COVID-19 Pandemic in Africa: Is the Future of Malaria Bleak?,"Malaria remains a major global health burden, killing hundreds of thousands annually, especially in sub-Saharan Africa. In 2019, a Phase IV Expanded Programme on Immunization (EPI)-linked malaria vaccine implementation was underway. However, in December 2019, a novel pneumonia condition termed coronavirus disease 2019 (COVID-19), caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), with many clinical, epidemiological, and biological parallels to malaria, was reported in Wuhan,",28/09/2020,10.3389/fmicb.2020.01476,Nora Nganyewo Nghochuzie,"West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Accra, Ghana",pubmed,0,0
319,32624257,Molecular mechanisms and epidemiology of COVID-19 from an allergist's perspective.,"The global pandemic caused by the newly described severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has caused worldwide suffering and death of unimaginable magnitude from coronavirus disease 2019 (COVID-19). The virus is transmitted through aerosol droplets, and causes severe acute respiratory syndrome. SARS-CoV-2 uses the receptor-binding domain of its spike protein S1 to attach to the host angiotensin-converting enzyme 2 receptor in lung and airway cells. Binding requires the help ",25/08/2020,10.1016/j.jaci.2020.05.033,Koa Hosoki,"Department of Medicine, Immunology Allergy and Rheumatology, Baylor College of Medicine, Houston, Tex",pubmed,0,0
320,32623082,"Treatment with hydroxychloroquine, azithromycin, and combination in patients hospitalized with COVID-19.","The United States is in an acceleration phase of the COVID-19 pandemic. Currently there is no known effective therapy or vaccine for treatment of SARS-CoV-2, highlighting urgency around identifying effective therapies. The purpose of this study was to evaluate the role of hydroxychloroquine therapy alone and in combination with azithromycin in hospitalized patients positive for COVID-19. Multi-center retrospective observational study. The Henry Ford Health System (HFHS) in Southeast Michigan: la",30/07/2020,10.1016/j.ijid.2020.06.099,Samia Arshad,"Infectious Diseases, Henry Ford Hospital, Detroit, MI, United States",pubmed,0,0
321,32622723,Chinese herbal medicine for coronavirus disease 2019: A systematic review and meta-analysis.,"Currently, coronavirus disease 2019 (COVID-19), which can lead to severe respiratory failure and death, is now a global pandemic with no specific anti-viral drugs or vaccines. However, It is worth noting that traditional Chinese medicine (TCM), especially Chinese herbal medicine (CHM), has been widely applied in mainland China since outbreak, bringing new hope for the prevention and control of COVID-19. A comprehensive literature searching was conducted in 7 electronic databases from their incep",25/11/2020,10.1016/j.phrs.2020.105056,Xingjiang Xiong,"Department of Cardiovascular Care Unit, Guang'Anmen Hospital, China Academy of Chinese Medical Sciences, Beijing, China. Electronic address: xiongxingjiangtcm@163",pubmed,0,0
